read_name	ref_name	ident	cigar	MD tag
ERR3586961.3699	1	0.98989898989899	2S99M	33G65
ERR3586961.3699	1	1.0	96M	96
ERR3586961.3745	1	1.0	98M3S	98
ERR3586961.3745	1	1.0	101M	101
ERR3586961.3761	1	0.9801980198019802	101M	10A88A1
ERR3586961.3761	1	0.9900990099009901	101M	0A100
ERR3586961.3779	1	0.975609756097561	3S82M	70C8A2
ERR3586961.3779	1	0.9702970297029703	101M	44C8A41A5
ERR3586961.3782	1	1.0	98M3S	98
ERR3586961.3782	1	1.0	5S96M	96
ERR3586961.3797	1	1.0	3S98M	98
ERR3586961.3797	1	1.0	101M	101
ERR3586961.3800	1	1.0	2S99M	99
ERR3586961.3800	1	0.9900990099009901	101M	100G0
ERR3586961.3802	1	1.0	3S98M	98
ERR3586961.3802	1	1.0	101M	101
ERR3586961.3809	1	1.0	3S98M	98
ERR3586961.3809	1	0.9801980198019802	101M	41C8A50
ERR3586961.3839	1	1.0	97M4S	97
ERR3586961.3839	1	1.0	101M	101
ERR3586961.3891	1	0.9795918367346939	98M3S	1T40G55
ERR3586961.3891	1	0.9696969696969697	99M	0A17T40G39
ERR3586961.3900	1	1.0	98M3S	98
ERR3586961.3900	1	0.9900990099009901	101M	5A95
ERR3586961.3918	1	0.9897959183673469	3S98M	89C8
ERR3586961.3918	1	0.9801980198019802	101M	41C8A50
ERR3586961.3971	1	0.98989898989899	99M2S	89A9
ERR3586961.3971	1	0.9702970297029703	101M	1T18T36T43
ERR3586961.3972	1	1.0	3S98M	98
ERR3586961.3972	1	0.9702970297029703	101M	40C8A49T1
ERR3586961.3987	1	1.0	3S98M	98
ERR3586961.3987	1	0.9702970297029703	101M	5C33C16T44
ERR3586961.3989	1	0.9896907216494846	3S97M	60C36
ERR3586961.3989	1	0.9504950495049505	101M	5C13C4A14C16T44
ERR3586961.3992	1	0.9900990099009901	101M	2T98
ERR3586961.3992	1	1.0	101M	101
ERR3586961.3996	1	0.9897959183673469	3S98M	38T59
ERR3586961.3996	1	0.9900990099009901	101M	14T86
ERR3586961.3998	1	1.0	2S99M	99
ERR3586961.3998	1	1.0	101M	101
ERR3586961.4015	1	0.9897959183673469	98M3S	41C56
ERR3586961.4017	1	1.0	3S98M	98
ERR3586961.4017	1	0.9801980198019802	101M	31C8A60
ERR3586961.4031	1	0.9897959183673469	3S98M	69T28
ERR3586961.4031	1	0.9702970297029703	101M	61G5C32T0
ERR3586961.4043	1	1.0	3S98M	98
ERR3586961.4043	1	0.9801980198019802	101M	33C8A58
ERR3586961.4056	1	0.9897959183673469	3S98M	62C35
ERR3586961.4056	1	0.9878048780487805	82M19S	31C50
ERR3586961.4059	1	1.0	2S99M	99
ERR3586961.4059	1	1.0	101M	101
ERR3586961.4060	1	1.0	99M2S	99
ERR3586961.4060	1	0.9900990099009901	101M	0A100
ERR3586961.4062	1	0.9827586206896551	3S58M	10T47
ERR3586961.4062	1	0.9827586206896551	3S58M	10T47
ERR3586961.4076	1	0.9852941176470589	3S68M	14C53
ERR3586961.4076	1	0.9852941176470589	3S68M	14C53
ERR3586961.4077	1	1.0	3S98M	98
ERR3586961.4077	1	1.0	101M	101
ERR3586961.4083	1	0.9897959183673469	3S98M	86A11
ERR3586961.4083	1	0.9702970297029703	101M	46T47A5C0
ERR3586961.4098	1	1.0	3S98M	98
ERR3586961.4098	1	0.9797979797979798	99M	37C8A52
ERR3586961.4106	1	0.9879518072289156	3S83M2S	61G21
ERR3586961.4106	1	0.9875	3S80M5S	61G18
ERR3586961.4108	1	1.0	3S98M	98
ERR3586961.4108	1	0.98	100M	34C8A56
ERR3586961.4137	1	0.9897959183673469	3S98M	32C65
ERR3586961.4137	1	0.9900990099009901	101M	70C30
ERR3586961.4177	1	0.9896907216494846	4S97M	37C59
ERR3586961.4177	1	0.9900990099009901	101M	92A8
ERR3586961.4182	1	0.9897959183673469	98M3S	79C18
ERR3586961.4182	1	1.0	101M	101
ERR3586961.4194	1	0.9900990099009901	101M	100T0
ERR3586961.4194	1	1.0	101M	101
ERR3586961.4197	1	1.0	3S98M	98
ERR3586961.4197	1	0.9801980198019802	101M	44C8A47
ERR3586961.4199	1	0.9897959183673469	3S98M	83T14
ERR3586961.4199	1	0.9504950495049505	101M	2T24G13T26C5T26
ERR3586961.4214	1	1.0	3S98M	98
ERR3586961.4214	1	0.9801980198019802	101M	41C8A50
ERR3586961.4217	1	1.0	3S98M	98
ERR3586961.4217	1	1.0	101M	101
ERR3586961.4226	1	0.9801980198019802	101M	42A56A1
ERR3586961.4226	1	0.9801980198019802	101M	31C53A15
ERR3586961.4232	1	1.0	98M3S	98
ERR3586961.4232	1	1.0	3M1D98M	3^G98
ERR3586961.4244	1	0.9897959183673469	3S98M	26T71
ERR3586961.4244	1	0.9702970297029703	101M	11T71C12A4
ERR3586961.4251	1	0.9857142857142858	70M18S	63T6
ERR3586961.4251	1	0.9855072463768116	69M18S	62T6
ERR3586961.4257	1	1.0	3S97M	97
ERR3586961.4257	1	0.98989898989899	99M2S	85C13
ERR3586961.4275	1	0.9897959183673469	3S98M	72T25
ERR3586961.4275	1	0.9897959183673469	98M	11T86
ERR3586961.4287	1	1.0	99M2S	99
ERR3586961.4287	1	1.0	42M2D59M	42^TA59
ERR3586961.4295	1	0.9900990099009901	101M	100G0
ERR3586961.4295	1	1.0	101M	101
ERR3586961.4301	1	0.9897959183673469	3S98M	78T19
ERR3586961.4301	1	0.9900990099009901	101M	15T85
ERR3586961.4318	1	0.9801980198019802	101M	1A36G62
ERR3586961.4318	1	0.9795918367346939	98M3S	37C8A51
ERR3586961.4331	1	1.0	3S98M	98
ERR3586961.4331	1	0.9801980198019802	101M	92A2G5
ERR3586961.4353	1	1.0	3S98M	98
ERR3586961.4382	1	0.9897959183673469	3S98M	83A14
ERR3586961.4382	1	0.9900990099009901	101M	56A44
ERR3586961.4394	1	0.98989898989899	99M2S	92T6
ERR3586961.4394	1	1.0	101M	101
ERR3586961.4431	1	1.0	11S90M	90
ERR3586961.4431	1	0.9603960396039604	101M	0C35C8A49T5
ERR3586961.4433	1	0.9900990099009901	101M	1A99
ERR3586961.4433	1	0.9801980198019802	97M2D4M	39C8A48^GT4
ERR3586961.4482	1	0.9897959183673469	3S98M	35G62
ERR3586961.4482	1	0.9900990099009901	101M	82C18
ERR3586961.4488	1	0.9801980198019802	101M	2T14T83
ERR3586961.4488	1	0.9702970297029703	101M	2A92G4T0
ERR3586961.4495	1	0.9888888888888889	3S90M8S	13C76
ERR3586961.4495	1	0.9886363636363636	3S88M	13C74
ERR3586961.4502	1	1.0	3S98M	98
ERR3586961.4502	1	0.9603960396039604	101M	2C67G0A26G2
ERR3586961.4510	1	0.9897959183673469	3S98M	83T14
ERR3586961.4510	1	0.9702970297029703	101M	2A50T44T2
ERR3586961.4511	1	0.9702970297029703	101M	17A0G81G0
ERR3586961.4511	1	0.9702970297029703	101M	4G44A0G50
ERR3586961.4513	1	0.9897959183673469	3S98M	22T75
ERR3586961.4513	1	0.9702970297029703	101M	38C8A49T3
ERR3586961.4556	1	1.0	2S99M	99
ERR3586961.4556	1	0.9895833333333334	96M5S	29C66
ERR3586961.4563	1	0.9897959183673469	3S98M	17C80
ERR3586961.4563	1	0.9900990099009901	101M	71C29
ERR3586961.4604	1	0.9897959183673469	98M3S	30A67
ERR3586961.4604	1	0.9603960396039604	101M	25C7T18T32A15
ERR3586961.4633	1	1.0	3S98M	98
ERR3586961.4633	1	0.9900990099009901	101M	44C56
ERR3586961.4639	1	1.0	3S98M	98
ERR3586961.4639	1	0.9801980198019802	101M	44C8A47
ERR3586961.4641	1	0.989247311827957	93M3S	25C67
ERR3586961.4641	1	0.9900990099009901	101M	52C48
ERR3586961.4644	1	1.0	3S98M	98
ERR3586961.4644	1	0.9900990099009901	101M	92A8
ERR3586961.4658	1	0.9897959183673469	3S98M	36C61
ERR3586961.4658	1	1.0	100M	100
ERR3586961.4660	1	0.9801980198019802	101M	8G78C13
ERR3586961.4660	1	0.9900990099009901	101M	40G60
ERR3586961.4679	1	0.9891304347826086	3S92M	19C72
ERR3586961.4679	1	0.9891304347826086	3S92M	19C72
ERR3586961.4719	1	1.0	99M2S	99
ERR3586961.4719	1	0.9895833333333334	5S96M	12A83
ERR3586961.4729	1	0.9897959183673469	98M3S	22T75
ERR3586961.4729	1	0.9801980198019802	101M	0T99T0
ERR3586961.4741	1	1.0	3S98M	98
ERR3586961.4741	1	1.0	101M	101
ERR3586961.4759	1	0.9900990099009901	101M	2T98
ERR3586961.4759	1	0.99	100M	88C11
ERR3586961.4764	1	0.9897959183673469	3S98M	22T75
ERR3586961.4764	1	0.98989898989899	99M2S	66C32
ERR3586961.4786	1	1.0	3S84M	84
ERR3586961.4786	1	0.9797979797979798	99M2S	31C8A58
ERR3586961.4807	1	1.0	3S48M2S	48
ERR3586961.4843	1	1.0	3S98M	98
ERR3586961.4843	1	0.9702970297029703	101M	37C53A7A1
ERR3586961.4882	1	1.0	2S98M	98
ERR3586961.4882	1	0.98	100M	91A2G5
ERR3586961.4895	1	1.0	4S97M	97
ERR3586961.4895	1	0.9690721649484536	97M	41C8A27G18
ERR3586961.4908	1	0.9897959183673469	3S98M	59A38
ERR3586961.4908	1	0.9801980198019802	101M	28A67G4
ERR3586961.4926	1	0.9736842105263158	76M3S	0A9T65
ERR3586961.4926	1	0.9736842105263158	76M3S	0A9T65
ERR3586961.4931	1	0.9897959183673469	98M3S	77A20
ERR3586961.4931	1	0.9603960396039604	101M	4C2A33G8G50
ERR3586961.4933	1	0.9887640449438202	9S89M3S	38T50
ERR3586961.4933	1	0.9882352941176471	16S85M	38T46
ERR3586961.4937	1	1.0	3S98M	98
ERR3586961.4937	1	0.9900990099009901	101M	44C56
ERR3586961.4943	1	0.9897959183673469	98M3S	88A9
ERR3586961.4943	1	0.9900990099009901	101M	5A95
ERR3586961.4948	1	0.9883720930232558	3S86M	62T23
ERR3586961.4948	1	0.9883720930232558	3S86M	62T23
ERR3586961.4955	1	0.9857142857142858	2S70M	58T11
ERR3586961.4955	1	0.9767441860465116	2S86M2S	58T20T6
ERR3586961.4962	1	1.0	3S98M	98
ERR3586961.4962	1	0.9801980198019802	101M	37T62A0
ERR3586961.4978	1	1.0	98M3S	98
ERR3586961.4978	1	1.0	99M2S	99
ERR3586961.4991	1	0.9897959183673469	3S98M	68C29
ERR3586961.4991	1	0.98989898989899	99M2S	33C65
ERR3586961.4993	1	1.0	5S96M	96
ERR3586961.4993	1	1.0	101M	101
ERR3586961.5006	1	0.9897959183673469	3S98M	81C16
ERR3586961.5006	1	0.9603960396039604	101M	1C35C8A32C21
ERR3586961.5015	1	0.9894736842105263	3S95M3S	47A47
ERR3586961.5015	1	0.99	100M	14A85
ERR3586961.5031	1	0.9897959183673469	3S98M	14A83
ERR3586961.5031	1	0.9801980198019802	101M	57A14C28
ERR3586961.5049	1	0.9897959183673469	98M3S	54G43
ERR3586961.5049	1	0.9603960396039604	101M	3C5A26G56G7
ERR3586961.5065	1	0.9897959183673469	3S98M	25A72
ERR3586961.5065	1	0.9797979797979798	99M2S	18C11C68
ERR3586961.5067	1	0.9897959183673469	3S98M	66C31
ERR3586961.5067	1	0.9702970297029703	101M	8C35C8A47
ERR3586961.5082	1	0.9897959183673469	3S98M	73C24
ERR3586961.5082	1	0.9603960396039604	101M	20T0T0C0A77
ERR3586961.5095	1	0.9900990099009901	101M	1T99
ERR3586961.5095	1	0.9702970297029703	101M	34C8A56C0
ERR3586961.5173	1	1.0	3S98M	98
ERR3586961.5173	1	0.978494623655914	93M	35C8A48
ERR3586961.5185	1	0.9897959183673469	3S98M	55T42
ERR3586961.5185	1	0.98989898989899	99M	15T83
ERR3586961.5201	1	0.98989898989899	2S99M	21C77
ERR3586961.5201	1	1.0	101M	101
ERR3586961.5207	1	1.0	3S98M	98
ERR3586961.5207	1	0.9702970297029703	101M	45A26G17A10
ERR3586961.5210	1	1.0	3S98M	98
ERR3586961.5210	1	0.9702970297029703	101M	53C5C32A8
ERR3586961.5261	1	0.9897959183673469	3S98M	63A34
ERR3586961.5268	1	0.9900990099009901	101M	2A98
ERR3586961.5268	1	0.98989898989899	99M2S	45A53
ERR3586961.5280	1	0.9801980198019802	101M	0T93T6
ERR3586961.5301	1	0.98989898989899	2S99M	11A87
ERR3586961.5301	1	0.9801980198019802	101M	71A5C23
ERR3586961.5303	1	0.9897959183673469	3S98M	57T40
ERR3586961.5303	1	0.9900990099009901	101M	14T86
ERR3586961.5340	1	0.9894736842105263	6S95M	77A17
ERR3586961.5340	1	0.9702970297029703	101M	32A48C16T2
ERR3586961.5367	1	0.98989898989899	2S99M	29T69
ERR3586961.5367	1	0.9900990099009901	101M	92A8
ERR3586961.5380	1	0.98989898989899	2S99M	84T14
ERR3586961.5380	1	0.9702970297029703	101M	5G80A13C0
ERR3586961.5383	1	0.9897959183673469	3S98M	81T16
ERR3586961.5383	1	0.9702970297029703	101M	42C8A1T47
ERR3586961.5391	1	1.0	98M3S	98
ERR3586961.5391	1	1.0	101M	101
ERR3586961.5422	1	1.0	3S98M	98
ERR3586961.5422	1	0.9789473684210527	95M	41C8A44
ERR3586961.5428	1	0.9897959183673469	3S98M	90C7
ERR3586961.5428	1	0.9702970297029703	101M	53C11T26A8
ERR3586961.5430	1	0.9782608695652174	92M9S	1A39C50
ERR3586961.5430	1	0.9504950495049505	101M	34C50T0T0C0A12
ERR3586961.5432	1	0.9801980198019802	101M	21C78C0
ERR3586961.5432	1	0.9801980198019802	101M	5T44C50
ERR3586961.5434	1	1.0	3S98M	98
ERR3586961.5434	1	0.9797979797979798	99M	90A2G5
ERR3586961.5450	1	0.9897959183673469	3S98M	74T23
ERR3586961.5450	1	0.9894736842105263	95M	11T83
ERR3586961.5461	1	0.9897959183673469	3S98M	28T69
ERR3586961.5461	1	0.98	100M	57A14C27
ERR3586961.5490	1	1.0	3S98M	98
ERR3586961.5507	1	0.9897959183673469	3S98M	44T53
ERR3586961.5507	1	0.9896907216494846	97M4S	6T90
ERR3586961.5508	1	1.0	3S98M	98
ERR3586961.5508	1	1.0	97M4S	97
ERR3586961.5516	1	1.0	13S88M	88
ERR3586961.5516	1	0.9801980198019802	101M	1T90T8
ERR3586961.5546	1	0.979381443298969	97M4S	1T29T65
ERR3586961.5546	1	0.9702970297029703	101M	18C38A14C28
ERR3586961.5548	1	0.9696969696969697	99M	1T29T65C1
ERR3586961.5548	1	0.9702970297029703	101M	18C38A14C28
ERR3586961.5565	1	1.0	2S99M	99
ERR3586961.5565	1	0.9900990099009901	101M	100T0
ERR3586961.5580	1	0.9795918367346939	3S98M	26A68C2
ERR3586961.5580	1	0.9702970297029703	101M	13C8A77T0
ERR3586961.5586	1	0.9896907216494846	3S97M	28C68
ERR3586961.5586	1	0.9900990099009901	101M	99T1
ERR3586961.5592	1	0.9873417721518988	3S79M	58T20
ERR3586961.5592	1	0.9603960396039604	101M	23T22G0T52T0
ERR3586961.5613	1	0.9801980198019802	101M	26T52T21
ERR3586961.5613	1	0.9702970297029703	101M	45T38C14A1
ERR3586961.5615	1	1.0	3S98M	98
ERR3586961.5615	1	0.9900990099009901	101M	99C1
ERR3586961.5639	1	0.98989898989899	2S99M	16C82
ERR3586961.5639	1	0.9801980198019802	101M	75A22T2
ERR3586961.5642	1	1.0	98M3S	98
ERR3586961.5642	1	1.0	101M	101
ERR3586961.5644	1	1.0	5S96M	96
ERR3586961.5644	1	0.9801980198019802	101M	81T13G5
ERR3586961.5653	1	0.98989898989899	2S99M	58T40
ERR3586961.5653	1	0.9801980198019802	101M	44C8A47
ERR3586961.5666	1	0.9897959183673469	3S98M	94C3
ERR3586961.5666	1	0.9702970297029703	101M	8C35C8A47
ERR3586961.5677	1	1.0	3S98M	98
ERR3586961.5677	1	0.9900990099009901	101M	99T1
ERR3586961.5683	1	0.98989898989899	99M2S	89A9
ERR3586961.5683	1	1.0	101M	101
ERR3586961.5704	1	1.0	3S74M5S	74
ERR3586961.5704	1	1.0	3S74M5S	74
ERR3586961.5708	1	1.0	3S81M	81
ERR3586961.5708	1	0.9801980198019802	101M	62C32C5
ERR3586961.5709	1	0.9897959183673469	3S98M	14T83
ERR3586961.5709	1	0.9801980198019802	101M	56A43G0
ERR3586961.5716	1	0.9897959183673469	3S98M	59T38
ERR3586961.5716	1	0.9801980198019802	101M	41C8A50
ERR3586961.5726	1	1.0	3S48M1D50M	48^G50
ERR3586961.5726	1	0.9702970297029703	101M	37C8A23C30
ERR3586961.5766	1	1.0	7S94M	94
ERR3586961.5766	1	1.0	101M	101
ERR3586961.5774	1	1.0	3S98M	98
ERR3586961.5774	1	0.9702970297029703	101M	36C8A52A2
ERR3586961.5775	1	1.0	3S98M	98
ERR3586961.5775	1	0.9900990099009901	101M	100A0
ERR3586961.5777	1	0.9795918367346939	3S98M	79G17A0
ERR3586961.5777	1	1.0	98M	98
ERR3586961.5781	1	0.9897959183673469	3S98M	88C9
ERR3586961.5781	1	0.9702970297029703	101M	63C29C6A0
ERR3586961.5818	1	1.0	3S98M	98
ERR3586961.5818	1	0.9900990099009901	101M	95T5
ERR3586961.5849	1	1.0	98M3S	98
ERR3586961.5849	1	0.9900990099009901	101M	0T100
ERR3586961.5857	1	0.9897959183673469	3S98M	17C80
ERR3586961.5857	1	0.9900990099009901	101M	100T0
ERR3586961.5873	1	0.9897959183673469	3S98M	7C90
ERR3586961.5873	1	1.0	101M	101
ERR3586961.5879	1	0.9897959183673469	3S98M	82C15
ERR3586961.5879	1	0.9900990099009901	101M	29C71
ERR3586961.5896	1	0.9894736842105263	6S95M	92G2
ERR3586961.5896	1	0.9787234042553191	94M	49G32T11
ERR3586961.5914	1	1.0	8S93M	93
ERR3586961.5924	1	1.0	3S98M	98
ERR3586961.5924	1	0.9900990099009901	101M	57A43
ERR3586961.5952	1	1.0	3S98M	98
ERR3586961.5952	1	0.9801980198019802	101M	44C8A47
ERR3586961.6021	1	1.0	3S98M	98
ERR3586961.6021	1	0.9565217391304348	92M	22T0T0C0A66
ERR3586961.6028	1	0.9900990099009901	101M	99T1
ERR3586961.6028	1	0.9897959183673469	3S98M	52T45
ERR3586961.6051	1	1.0	2S99M	99
ERR3586961.6051	1	0.9702970297029703	101M	29C8A59C2
ERR3586961.6064	1	0.989247311827957	8S93M	23T69
ERR3586961.6064	1	1.0	101M	101
ERR3586961.6078	1	1.0	2S99M	99
ERR3586961.6078	1	0.9702970297029703	101M	38C8A44A8
ERR3586961.6079	1	0.9900990099009901	101M	100G0
ERR3586961.6079	1	1.0	101M	101
ERR3586961.6090	1	0.9795918367346939	3S98M	7T88C1
ERR3586961.6090	1	0.9702970297029703	101M	28C8A62A0
ERR3586961.6096	1	0.9795918367346939	3S98M	83C11T2
ERR3586961.6096	1	0.9801980198019802	101M	68C11T20
ERR3586961.6109	1	1.0	5S96M	96
ERR3586961.6109	1	1.0	95M6S	95
ERR3586961.6110	1	0.9897959183673469	3S98M	87C10
ERR3586961.6110	1	0.9702970297029703	101M	33C34T23A8
ERR3586961.6120	1	1.0	99M2S	99
ERR3586961.6120	1	1.0	101M	101
ERR3586961.6121	1	1.0	3S98M	98
ERR3586961.6121	1	1.0	101M	101
ERR3586961.6163	1	0.9897959183673469	3S98M	77C20
ERR3586961.6163	1	0.9900990099009901	101M	36C64
ERR3586961.6175	1	0.9900990099009901	101M	2T98
ERR3586961.6175	1	1.0	101M	101
ERR3586961.6179	1	1.0	3S98M	98
ERR3586961.6179	1	0.9702970297029703	101M	34C8A55T1
ERR3586961.6210	1	0.98989898989899	2S99M	95A3
ERR3586961.6210	1	0.9900990099009901	101M	92A8
ERR3586961.6214	1	1.0	3S98M	98
ERR3586961.6220	1	1.0	99M2S	99
ERR3586961.6220	1	0.9702970297029703	101M	5T42A11G40
ERR3586961.6222	1	0.9801980198019802	101M	0A96A3
ERR3586961.6222	1	0.9900990099009901	101M	92A8
ERR3586961.6232	1	0.98989898989899	99M2S	89A9
ERR3586961.6232	1	1.0	101M	101
ERR3586961.6276	1	1.0	3S98M	98
ERR3586961.6276	1	0.9801980198019802	101M	47A44A8
ERR3586961.6291	1	1.0	3M1D85M	3^T85
ERR3586961.6291	1	1.0	3S85M	85
ERR3586961.6292	1	0.9897959183673469	3S98M	5G92
ERR3586961.6292	1	1.0	101M	101
ERR3586961.6297	1	1.0	3S98M	98
ERR3586961.6297	1	0.9603960396039604	101M	37C0C7A52A1
ERR3586961.6302	1	1.0	3S79M	79
ERR3586961.6302	1	1.0	99M2S	99
ERR3586961.6327	1	0.9897959183673469	3S98M	65T32
ERR3586961.6327	1	0.9801980198019802	101M	45T53A1
ERR3586961.6329	1	1.0	2S99M	99
ERR3586961.6329	1	0.9900990099009901	101M	98T2
ERR3586961.6336	1	1.0	101M	101
ERR3586961.6336	1	0.9900990099009901	101M	5T95
ERR3586961.6338	1	0.9897959183673469	3S98M	33G64
ERR3586961.6338	1	0.9900990099009901	101M	100T0
ERR3586961.6370	1	0.9897959183673469	3S98M	77C20
ERR3586961.6370	1	0.9801980198019802	101M	36C60G3
ERR3586961.6378	1	1.0	3S98M	98
ERR3586961.6378	1	0.9693877551020408	98M	37C8A2T48
ERR3586961.6392	1	0.98	3S50M	46A3
ERR3586961.6392	1	1.0	3S45M5S	45
ERR3586961.6394	1	1.0	2S99M	99
ERR3586961.6394	1	0.9801980198019802	101M	34C8A57
ERR3586961.6404	1	0.9897959183673469	3S98M	66C31
ERR3586961.6404	1	0.9900990099009901	97M2D4M	39C57^GT4
ERR3586961.6440	1	1.0	9S92M	92
ERR3586961.6440	1	0.9900990099009901	101M	83C17
ERR3586961.6442	1	0.9859154929577465	3S71M	70A0
ERR3586961.6442	1	0.9859154929577465	3S71M	70A0
ERR3586961.6481	1	0.9801980198019802	101M	2T24C73
ERR3586961.6481	1	0.9801980198019802	101M	7C89G3
ERR3586961.6487	1	0.9801980198019802	101M	0A56A43
ERR3586961.6487	1	0.9504950495049505	101M	34C50T0T0C0A12
ERR3586961.6502	1	0.9900990099009901	101M	99G1
ERR3586961.6502	1	1.0	101M	101
ERR3586961.6504	1	1.0	3S98M	98
ERR3586961.6504	1	0.9801980198019802	101M	67T27A5
ERR3586961.6510	1	0.9897959183673469	3S98M	61T36
ERR3586961.6510	1	0.9900990099009901	101M	14T86
ERR3586961.6530	1	1.0	3S98M	98
ERR3586961.6530	1	0.9801980198019802	101M	44C8A47
ERR3586961.6540	1	1.0	98M3S	98
ERR3586961.6540	1	1.0	97M	97
ERR3586961.6544	1	0.9897959183673469	3S98M	84C13
ERR3586961.6544	1	0.98	100M	29C67A2
ERR3586961.6551	1	0.9795918367346939	3S98M	89T5A2
ERR3586961.6551	1	0.9893617021276596	7S94M	89T4
ERR3586961.6567	1	1.0	3S98M	98
ERR3586961.6567	1	1.0	97M	97
ERR3586961.6568	1	1.0	2S99M	99
ERR3586961.6568	1	0.9702970297029703	101M	79T5T10T4
ERR3586961.6586	1	1.0	3S98M	98
ERR3586961.6586	1	1.0	92M	92
ERR3586961.6604	1	1.0	3S98M	98
ERR3586961.6604	1	0.9603960396039604	101M	33G7A26C27G4
ERR3586961.6606	1	1.0	2S99M	99
ERR3586961.6606	1	0.9702970297029703	101M	38A5A51G4
ERR3586961.6622	1	0.9895833333333334	5S96M	80T15
ERR3586961.6622	1	0.9801980198019802	101M	77T22G0
ERR3586961.6631	1	0.9897959183673469	3S98M	17T80
ERR3586961.6631	1	1.0	96M5S	96
ERR3586961.6636	1	0.9897959183673469	3S98M	19A78
ERR3586961.6636	1	0.96	100M	83T0T0C0A13
ERR3586961.6647	1	1.0	3S98M	98
ERR3586961.6647	1	0.9900990099009901	101M	11G89
ERR3586961.6648	1	0.9801980198019802	101M	15A84A0
ERR3586961.6648	1	0.9900990099009901	101M	51A49
ERR3586961.6649	1	1.0	3S88M	88
ERR3586961.6649	1	1.0	3S88M	88
ERR3586961.6680	1	0.9882352941176471	3S85M	42A42
ERR3586961.6680	1	0.9882352941176471	3S85M	42A42
ERR3586961.6689	1	1.0	7S94M	94
ERR3586961.6689	1	1.0	96M5S	96
ERR3586961.6720	1	0.9897959183673469	3S98M	11T86
ERR3586961.6720	1	0.9900990099009901	101M	91A9
ERR3586961.6726	1	0.98989898989899	99M2S	89A9
ERR3586961.6726	1	0.9801980198019802	101M	19A9T71
ERR3586961.6734	1	1.0	3S98M	98
ERR3586961.6734	1	1.0	96M5S	96
ERR3586961.6753	1	0.9900990099009901	101M	100G0
ERR3586961.6753	1	0.98	100M	0T25A73
ERR3586961.6807	1	0.9801980198019802	101M	44G53A2
ERR3586961.6824	1	0.9897959183673469	98M3S	42T55
ERR3586961.6824	1	0.9900990099009901	101M	47T53
ERR3586961.6833	1	0.9801980198019802	101M	0C87C12
ERR3586961.6833	1	0.9900990099009901	101M	44C56
ERR3586961.6868	1	1.0	3S98M	98
ERR3586961.6868	1	0.9702970297029703	101M	37C8A35C18
ERR3586961.6872	1	1.0	3S13M1D85M	13^C85
ERR3586961.6885	1	0.9897959183673469	3S98M	57A40
ERR3586961.6885	1	0.9900990099009901	101M	51A49
ERR3586961.6895	1	0.9897959183673469	98M3S	13A84
ERR3586961.6895	1	0.9900990099009901	101M	47A53
ERR3586961.6898	1	0.9801980198019802	101M	0T73T26
ERR3586961.6898	1	0.989247311827957	93M	41C51
ERR3586961.6934	1	0.9897959183673469	3S98M	5C92
ERR3586961.6934	1	0.9900990099009901	101M	91C9
ERR3586961.6942	1	0.98989898989899	2S99M	98T0
ERR3586961.6942	1	0.9895833333333334	96M5S	89T6
ERR3586961.6947	1	0.9801980198019802	101M	31T68T0
ERR3586961.6947	1	0.9801980198019802	101M	14T83T2
ERR3586961.6957	1	0.98989898989899	2S99M	77C21
ERR3586961.6957	1	0.9900990099009901	101M	41C59
ERR3586961.6965	1	1.0	3S98M	98
ERR3586961.6965	1	1.0	94M	94
ERR3586961.6990	1	0.9897959183673469	3S98M	23T74
ERR3586961.6990	1	0.9900990099009901	97M1I3M	100
ERR3586961.7064	1	0.9897959183673469	3S98M	17T80
ERR3586961.7064	1	0.98	100M	43C16T39
ERR3586961.7085	1	1.0	99M2S	99
ERR3586961.7085	1	1.0	101M	101
ERR3586961.7091	1	1.0	3S98M	98
ERR3586961.7091	1	0.9702970297029703	101M	37C8A51G2
ERR3586961.7092	1	0.98989898989899	99M2S	89A9
ERR3586961.7092	1	1.0	101M	101
ERR3586961.7121	1	1.0	2S99M	99
ERR3586961.7121	1	0.9801980198019802	101M	44C8A47
ERR3586961.7135	1	0.9897959183673469	3S98M	58C39
ERR3586961.7135	1	0.9878048780487805	82M19S	31C50
ERR3586961.7140	1	0.9702970297029703	101M	0C87C8A3
ERR3586961.7140	1	0.9801980198019802	101M	34C8A57
ERR3586961.7145	1	1.0	99M2S	99
ERR3586961.7145	1	1.0	101M	101
